Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Brand Segment,Brand Country
C_CND_007418,2022-11-01,Nylah,Male,13.361381852676738,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Pale White,10.736418414365376,53546-9427,Sedan,6026435,Janesville,Midrange,USA
C_CND_007420,2022-11-01,Oumou,Male,13.818507063952548,Race Car Help,Dodge,Stratus,Overhead Camshaft,Manual,Red,10.138599199626192,78758-7841,Hatchback,6351162,Austin,Midrange,USA
C_CND_007421,2022-11-01,Paige,Male,13.617060838751888,Ryder Truck Rental and Leasing,Nissan,Quest,Overhead Camshaft,Manual,Black,9.392745258631441,06457-3834,SUV,7987499,Middletown,Economy,Japan
C_CND_007422,2022-11-01,Violet,Male,13.361381852676738,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Red,9.952325334619427,53546-9427,Hardtop,8583317,Janesville,Economy,Japan
C_CND_007423,2022-11-01,Payton,Male,9.510519035757246,Scrivener Performance Engineering,Cadillac,Catera,Double Overhead Camshaft,Auto,Pale White,11.225256725762893,38701-8047,Hatchback,8318306,Greenville,Luxury,USA
C_CND_007424,2022-11-01,Peyton,Male,9.510519035757246,Star Enterprises Inc,Oldsmobile,Silhouette,Double Overhead Camshaft,Auto,Black,11.002116507732017,99301-3882,Sedan,7378682,Pasco,Midrange,USA
C_CND_007425,2022-11-01,Yasmine,Male,9.510519035757246,Suburban Ford,Subaru,Forester,Double Overhead Camshaft,Auto,Black,9.99888863729938,53546-9427,Hardtop,6486869,Janesville,Midrange,Japan
C_CND_007426,2022-11-01,George,Male,9.510519035757246,U-Haul CO,Saturn,LW,Overhead Camshaft,Manual,Pale White,9.472858470764415,78758-7841,Hatchback,6050684,Austin,Economy,USA
C_CND_007427,2022-11-01,Giovanni,Male,13.28957298843418,Progressive Shippers Cooperative Association No,Buick,Park Avenue,Double Overhead Camshaft,Auto,Pale White,11.034921921571465,53546-9427,Hatchback,8969387,Janesville,Midrange,USA
C_CND_007428,2022-11-01,Graham,Male,13.19375523568666,Rabun Used Car Sales,Chevrolet,Metro,Double Overhead Camshaft,Auto,Pale White,9.852299515766695,85257-3102,Passenger,6313800,Scottsdale,Economy,USA
C_CND_007429,2022-11-01,Grant,Male,14.406071703765585,Race Car Help,Chevrolet,Lumina,Overhead Camshaft,Manual,Pale White,10.184975480824582,78758-7841,Passenger,6628433,Austin,Economy,USA
C_CND_007431,2022-11-01,Sofia,Female,13.437175577097312,Capitol KIA,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,9.852299515766695,38701-8047,Hardtop,6958005,Greenville,Midrange,USA
C_CND_007433,2022-11-01,Griffin,Male,13.963931425151141,Star Enterprises Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,9.21054035197885,99301-3882,Passenger,6601100,Pasco,Economy,USA
C_CND_007434,2022-11-01,Harrison,Male,13.617060838751888,Suburban Ford,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Red,10.434174625397674,53546-9427,Sedan,7695362,Janesville,Midrange,USA
C_CND_007435,2022-11-01,Harry,Male,9.510519035757246,Tri-State Mack Inc,Dodge,Stratus,Double Overhead Camshaft,Auto,Red,10.34180699751524,85257-3102,Hatchback,8786125,Scottsdale,Midrange,USA
C_CND_007437,2022-11-01,Gabriela,Male,13.47302165746721,Chrysler of Tri-Cities,Dodge,Durango,Overhead Camshaft,Manual,Red,10.34177474101152,99301-3882,SUV,6647626,Pasco,Midrange,USA
C_CND_007438,2022-11-01,Gabriella,Male,13.329379172803593,Chrysler Plymouth,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,9.392745258631441,53546-9427,Hatchback,7314401,Janesville,Economy,Japan
C_CND_007439,2022-11-01,Gabrielle,Male,13.663525365110068,Classic Chevy,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Pale White,10.12667110305036,85257-3102,SUV,8095676,Scottsdale,Economy,USA
C_CND_007440,2022-11-01,Elodie,Male,13.102162710901053,Star Enterprises Inc,Subaru,Forester,Double Overhead Camshaft,Auto,Black,9.99884318585288,99301-3882,Hardtop,7744634,Pasco,Midrange,Japan
C_CND_007441,2022-11-01,Maxence,Male,13.997832948091215,Buddy Storbeck's Diesel Service Inc,Lexus,RX300,Overhead Camshaft,Manual,Black,9.798182590890704,06457-3834,Hardtop,7248186,Middletown,Luxury,Japan
C_CND_007442,2022-11-01,Camille,Male,14.357835430184815,Capitol KIA,Chrysler,Concorde,Double Overhead Camshaft,Auto,Black,9.392745258631441,38701-8047,Hardtop,8769743,Greenville,Midrange,USA
C_CND_007443,2022-11-01,Antoine,Male,13.815510557964274,Clay Johnson Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,10.968043105074278,78758-7841,Hardtop,8642174,Austin,Economy,USA
C_CND_007444,2022-11-01,Gianna,Male,13.51440681653079,Hatfield Volkswagen,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,Pale White,9.741027444837728,99301-3882,Sedan,8684017,Pasco,Midrange,Germany
C_CND_007445,2022-11-01,Lancelot,Male,13.910821646859095,Enterprise Rent A Car,Nissan,Pathfinder,Double Overhead Camshaft,Auto,Red,10.34177474101152,60504-7114,Hardtop,7804298,Aurora,Economy,Japan
C_CND_007446,2022-11-01,Gittel,Female,13.146081857144738,McKinney Dodge Chrysler Jeep,Lincoln,Town car,Double Overhead Camshaft,Auto,Pale White,9.798182590890704,85257-3102,Hatchback,7076886,Scottsdale,Luxury,USA
C_CND_007447,2022-11-01,Gitty,Male,13.046563821483023,Motor Vehicle Branch Office,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Black,9.825580063659602,78758-7841,Hatchback,7187038,Austin,Economy,Japan
C_CND_007448,2022-11-01,Giuliana,Male,13.180634172318978,Nebo Chevrolet,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Red,9.852246888342531,06457-3834,Passenger,6848118,Middletown,Economy,USA
C_CND_007449,2022-11-01,Daniel,Male,13.308014385419147,New Castle Ford Lincoln Mercury,Mercury,Mountaineer,Double Overhead Camshaft,Auto,Pale White,9.952325334619427,60504-7114,Hardtop,6052922,Aurora,Midrange,USA
C_CND_007450,2022-11-01,Jake,Male,13.864301674514206,U-Haul CO,Mercedes-B,C-Class,Double Overhead Camshaft,Auto,Red,9.61587214452889,78758-7841,Hatchback,8937000,Pasco,Luxury,Germany
C_CND_007451,2022-11-01,James,Male,13.555444949561487,Progressive Shippers Cooperative Association No,Chevrolet,Corvette,Double Overhead Camshaft,Auto,Red,10.714439990727769,53546-9427,SUV,8242397,Janesville,Economy,USA
C_CND_007452,2022-11-01,Janiel,Male,13.373123652170534,Rabun Used Car Sales,Toyota,Corolla,Double Overhead Camshaft,Auto,Red,10.633472802314019,85257-3102,Passenger,6540527,Scottsdale,Economy,Japan
C_CND_007453,2022-11-01,Januel,Male,12.95394709264047,Race Car Help,Volkswagen,Passat,Double Overhead Camshaft,Auto,Red,9.510519035757246,78758-7841,Hatchback,6500783,Austin,Midrange,Germany
C_CND_007454,2022-11-01,Jared,Female,9.510519035757246,Ryder Truck Rental and Leasing,Volkswagen,Cabrio,Double Overhead Camshaft,Auto,Pale White,9.741027444837728,06457-3834,Sedan,6321284,Janesville,Midrange,Germany
C_CND_007455,2022-11-01,Jariel,Male,13.038983942375959,Saab-Belle Dodge,Chrysler,Sebring Coupe,Double Overhead Camshaft,Auto,Pale White,10.736418414365376,60504-7114,Sedan,7558170,Scottsdale,Midrange,USA
C_CND_007456,2022-11-01,Jason,Male,9.510519035757246,Scrivener Performance Engineering,Ford,Windstar,Double Overhead Camshaft,Auto,Pale White,9.852246888342531,38701-8047,Sedan,7587223,Austin,Midrange,USA
C_CND_007457,2022-11-01,Javier,Male,13.321215875492413,Star Enterprises Inc,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Red,10.404293143019792,99301-3882,Passenger,7738973,Middletown,Midrange,Germany
C_CND_007459,2022-11-01,Jayce,Male,13.353476685668044,Tri-State Mack Inc,Mercury,Cougar,Double Overhead Camshaft,Auto,Black,10.404293143019792,85257-3102,Hatchback,7397234,Greenville,Midrange,USA
C_CND_007460,2022-11-01,Darius,Male,13.629182184591333,Pars Auto Sales,Plymouth,Breeze,Double Overhead Camshaft,Auto,Red,10.571342565808699,38701-8047,Hardtop,7664392,Greenville,Economy,USA
C_CND_007461,2022-11-02,Jared,Male,14.038654909278163,Progressive Shippers Cooperative Association No,Pontiac,Sunfire,Double Overhead Camshaft,Auto,Black,9.798182590890704,53546-9427,Sedan,8236020,Janesville,Economy,USA
C_CND_007462,2022-11-02,Jariel,Male,13.527829818844937,Rabun Used Car Sales,Audi,A6,Overhead Camshaft,Manual,Black,9.61587214452889,85257-3102,SUV,7042633,Scottsdale,Luxury,Germany
C_CND_007463,2022-11-02,Jason,Male,14.077875591662238,Race Car Help,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,9.392745258631441,78758-7841,Sedan,7571657,Austin,Midrange,USA
C_CND_007464,2022-11-02,Javier,Male,14.204169225721929,Ryder Truck Rental and Leasing,Cadillac,Escalade,Double Overhead Camshaft,Auto,Black,10.25769445336048,06457-3834,Sedan,7455798,Middletown,Luxury,USA
C_CND_007465,2022-11-02,Jay,Male,13.919871474189012,Saab-Belle Dodge,Jeep,Wrangler,Overhead Camshaft,Manual,Red,9.472781556562168,60504-7114,Hatchback,6613222,Aurora,Midrange,USA
C_CND_007467,2022-11-02,Jayden,Male,14.340239678615058,Star Enterprises Inc,Chrysler,300M,Double Overhead Camshaft,Auto,Pale White,9.99884318585288,99301-3882,SUV,8689491,Pasco,Midrange,USA
C_CND_007468,2022-11-02,Jayson,Male,13.581054510971494,Suburban Ford,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,9.852246888342531,53546-9427,SUV,8423382,Janesville,Midrange,USA
C_CND_007469,2022-11-02,Jean,Male,13.710151153416941,Tri-State Mack Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,10.275085591132715,85257-3102,Hatchback,6037769,Scottsdale,Economy,Japan
C_CND_007471,2022-11-02,Jefferson,Male,13.623139877437296,Progressive Shippers Cooperative Association No,Lexus,LS400,Overhead Camshaft,Manual,Pale White,10.896757843893464,53546-9427,Sedan,8854993,Janesville,Luxury,Japan
C_CND_007472,2022-11-02,Phoenix,Male,13.73755009757506,Suburban Ford,Volkswagen,Jetta,Double Overhead Camshaft,Auto,Pale White,10.545367754151743,53546-9427,Passenger,7043576,Janesville,Midrange,Germany
C_CND_007473,2022-11-02,Precious,Female,13.527829818844937,Tri-State Mack Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,9.741027444837728,85257-3102,Hatchback,8295312,Scottsdale,Midrange,USA
C_CND_007474,2022-11-02,Celine,Male,14.190517145872716,Enterprise Rent A Car,Honda,Passport,Overhead Camshaft,Manual,Black,10.021315031649332,60504-7114,Hardtop,8165582,Aurora,Economy,Japan
C_CND_007475,2022-11-02,Riley,Female,13.102162710901053,Buddy Storbeck's Diesel Service Inc,Lincoln,Town car,Double Overhead Camshaft,Auto,Black,10.165890277802454,06457-3834,Hatchback,7668482,Middletown,Luxury,USA
C_CND_007477,2022-11-02,Samantha,Male,12.768544351446794,Capitol KIA,Nissan,Xterra,Double Overhead Camshaft,Auto,Black,9.105090961257085,38701-8047,Passenger,7572529,Greenville,Economy,Japan
C_CND_007478,2022-11-02,Chana,Male,14.038654909278163,Gartner Buick Hyundai Saab,Ford,Ranger,Double Overhead Camshaft,Auto,Black,11.0186455364637,38701-8047,Hardtop,6743943,Greenville,Midrange,USA
C_CND_007479,2022-11-02,Jacqueline,Male,13.919871474189012,Chrysler of Tri-Cities,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,9.952325334619427,99301-3882,Hardtop,7339688,Pasco,Midrange,USA
C_CND_007480,2022-11-02,Sanaa,Female,13.68767832281738,Classic Chevy,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,10.714439990727769,85257-3102,Passenger,8128700,Scottsdale,Midrange,Germany
C_CND_007481,2022-11-02,Sanai,Male,9.510519035757246,Clay Johnson Auto Sales,Oldsmobile,Bravada,Double Overhead Camshaft,Auto,Red,9.852246888342531,78758-7841,Hatchback,8870082,Austin,Midrange,USA
C_CND_007482,2022-11-02,Saniyah,Male,13.444448325847754,Diehl Motor CO Inc,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,9.90353755128617,06457-3834,Hatchback,7716815,Middletown,Midrange,USA
C_CND_007483,2022-11-02,Hersh,Male,9.510519035757246,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Black,9.61587214452889,06457-3834,SUV,8678089,Middletown,Economy,South Korea
C_CND_007484,2022-11-02,Hershel,Male,9.510519035757246,C & M Motors Inc,Dodge,Ram Van,Double Overhead Camshaft,Auto,Red,10.34177474101152,60504-7114,Hatchback,8625079,Aurora,Midrange,USA
C_CND_007485,2022-11-02,Hershy,Male,13.710151153416941,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,9.741086263177305,38701-8047,Sedan,6175395,Greenville,Luxury,Sweden
C_CND_007487,2022-11-02,Hugo,Male,9.510519035757246,Chrysler Plymouth,Acura,TL,Overhead Camshaft,Manual,Pale White,9.546955455537143,53546-9427,Hatchback,6935376,Janesville,Luxury,Japan
C_CND_007488,2022-11-02,Hunter,Male,13.884104283136265,Classic Chevy,Mercury,Grand Marquis,Double Overhead Camshaft,Auto,Black,9.857495968685136,85257-3102,SUV,8259012,Scottsdale,Midrange,USA
C_CND_007489,2022-11-02,Ian,Male,14.403297778421795,Clay Johnson Auto Sales,Chevrolet,Corvette,Overhead Camshaft,Manual,Pale White,9.99884318585288,78758-7841,SUV,7353342,Austin,Economy,USA
C_CND_007491,2022-11-02,Isaac,Male,13.51575725380498,Enterprise Rent A Car,Dodge,Ram Van,Double Overhead Camshaft,Auto,Red,9.852246888342531,60504-7114,Hatchback,7071508,Aurora,Midrange,USA
C_CND_007492,2022-11-02,Isaiah,Male,13.347107247525049,Gartner Buick Hyundai Saab,Honda,CR-V,Double Overhead Camshaft,Auto,Red,9.392745258631441,38701-8047,SUV,8618958,Greenville,Economy,Japan
C_CND_007493,2022-11-02,Israel,Male,14.585619242623203,Hatfield Volkswagen,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Black,9.392745258631441,99301-3882,Sedan,8703068,Pasco,Midrange,USA
C_CND_007494,2022-11-02,Golda,Male,9.510519035757246,New Castle Ford Lincoln Mercury,Pontiac,Grand Prix,Double Overhead Camshaft,Auto,Red,9.852246888342531,60504-7114,Passenger,6012167,Aurora,Economy,USA
C_CND_007495,2022-11-02,Eduardo,Male,13.652992804936396,McKinney Dodge Chrysler Jeep,Lexus,ES300,Double Overhead Camshaft,Auto,Pale White,10.203629181337648,85257-3102,Hardtop,6102739,Scottsdale,Luxury,Japan
C_CND_007496,2022-11-02,Eva,Male,9.510519035757246,Rabun Used Car Sales,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,10.645448706505872,85257-3102,Hardtop,8689183,Scottsdale,Economy,Japan
C_CND_007497,2022-11-02,Hadassah,Male,13.180634172318978,Progressive Shippers Cooperative Association No,Lincoln,Town car,Overhead Camshaft,Manual,Pale White,10.404293143019792,53546-9427,Hatchback,8181426,Janesville,Luxury,USA
C_CND_007498,2022-11-02,Hadley,Male,13.494617729665181,Rabun Used Car Sales,Buick,Park Avenue,Overhead Camshaft,Manual,Black,10.292179440058462,85257-3102,Hatchback,8509236,Scottsdale,Midrange,USA
C_CND_007499,2022-11-02,Hailey,Male,13.441545570402797,Race Car Help,Plymouth,Voyager,Double Overhead Camshaft,Auto,Pale White,9.99884318585288,78758-7841,Passenger,7707407,Austin,Economy,USA
C_CND_007500,2022-11-02,Hana,Male,13.353476685668044,Ryder Truck Rental and Leasing,Ford,Explorer,Double Overhead Camshaft,Auto,Red,10.62135173563291,06457-3834,Hatchback,6925970,Middletown,Midrange,USA
C_CND_007501,2022-11-02,Hanna,Male,13.592368256649284,Saab-Belle Dodge,Chevrolet,Metro,Double Overhead Camshaft,Auto,Black,10.34177474101152,60504-7114,Passenger,7778129,Aurora,Economy,USA
C_CND_007502,2022-11-02,Hannah,Male,13.541075028051122,Scrivener Performance Engineering,Mercury,Grand Marquis,Double Overhead Camshaft,Auto,Black,9.852246888342531,38701-8047,SUV,7083219,Greenville,Midrange,USA
C_CND_007503,2022-11-02,Harper,Male,13.126357390703754,Star Enterprises Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,10.12667110305036,99301-3882,Hatchback,8428387,Pasco,Economy,Japan
C_CND_007504,2022-11-02,Hazel,Female,14.096923772119156,Suburban Ford,Lexus,GS300,Overhead Camshaft,Manual,Black,10.849356503939038,53546-9427,Passenger,8607851,Janesville,Luxury,Japan
C_CND_007505,2022-11-02,Jayson,Male,9.510519035757246,Buddy Storbeck's Diesel Service Inc,Nissan,Quest,Overhead Camshaft,Manual,Black,9.392745258631441,06457-3834,SUV,6199912,Janesville,Economy,Japan
C_CND_007506,2022-11-02,Jean,Male,13.122365377402328,C & M Motors Inc,Dodge,Stratus,Overhead Camshaft,Manual,Red,10.12667110305036,60504-7114,Hatchback,7314423,Scottsdale,Midrange,USA
C_CND_007507,2022-11-02,Jeancarlos,Male,13.329379172803593,Capitol KIA,Toyota,Camry,Overhead Camshaft,Manual,Black,10.434145214930487,38701-8047,Hatchback,8332617,Austin,Economy,Japan
C_CND_007508,2022-11-02,Jefferson,Female,9.510519035757246,Chrysler of Tri-Cities,Mercury,Villager,Overhead Camshaft,Manual,Pale White,9.546884034617925,99301-3882,Passenger,6677415,Middletown,Midrange,USA
C_CND_007509,2022-11-02,Jeffrey,Female,13.997832948091215,Chrysler Plymouth,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,9.472781556562168,53546-9427,Passenger,8685127,Aurora,Economy,USA
C_CND_007510,2022-11-02,Jencarlos,Male,13.02805489573287,Classic Chevy,Saab,5-Sep,Overhead Camshaft,Manual,Pale White,10.239995502805316,85257-3102,Hatchback,6275940,Greenville,Luxury,Sweden
C_CND_007511,2022-11-02,Jeremiah,Male,9.510519035757246,Clay Johnson Auto Sales,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,9.546884034617925,78758-7841,Hatchback,7741013,Pasco,Luxury,Germany
C_CND_007512,2022-11-02,Jeremias,Male,13.399996629152975,Diehl Motor CO Inc,Nissan,Xterra,Overhead Camshaft,Manual,Red,10.34177474101152,06457-3834,Passenger,6866896,Janesville,Economy,Japan
C_CND_007513,2022-11-02,Jeremy,Male,13.60479076121576,Enterprise Rent A Car,Ford,Crown Victoria,Double Overhead Camshaft,Auto,Red,10.275085591132715,60504-7114,Passenger,6140049,Scottsdale,Midrange,USA
C_CND_007514,2022-11-02,Jerry,Male,13.598598798635953,Gartner Buick Hyundai Saab,Lexus,LS400,Overhead Camshaft,Manual,Red,10.12667110305036,38701-8047,Sedan,6514400,Austin,Luxury,Japan
C_CND_007515,2022-11-02,Jesse,Female,9.510519035757246,Hatfield Volkswagen,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,10.275085591132715,99301-3882,SUV,7565461,Middletown,Luxury,Germany
C_CND_007516,2022-11-03,Jeffrey,Male,9.510519035757246,Rabun Used Car Sales,Chevrolet,Camaro,Double Overhead Camshaft,Auto,Red,10.085850775128717,85257-3102,Sedan,8849204,Scottsdale,Economy,USA
C_CND_007517,2022-11-03,Jencarlos,Male,13.845070331079134,Race Car Help,Lexus,LS400,Double Overhead Camshaft,Auto,Black,9.99884318585288,78758-7841,Sedan,6947568,Austin,Luxury,Japan
C_CND_007518,2022-11-03,Jeremiah,Male,13.785052381406869,Ryder Truck Rental and Leasing,Dodge,Ram Wagon,Double Overhead Camshaft,Auto,Black,9.99884318585288,06457-3834,Passenger,6119215,Middletown,Midrange,USA
C_CND_007519,2022-11-03,Jeremias,Male,13.742940940397677,Saab-Belle Dodge,Mercedes-B,SLK230,Double Overhead Camshaft,Auto,Black,10.404293143019792,60504-7114,Hatchback,6288725,Aurora,Luxury,Germany
C_CND_007520,2022-11-03,Jeremy,Male,9.510519035757246,Scrivener Performance Engineering,Dodge,Viper,Overhead Camshaft,Manual,Black,10.165890277802454,38701-8047,SUV,8216523,Greenville,Midrange,USA
C_CND_007521,2022-11-03,Olivia,Male,13.108266481420335,Capitol KIA,Saturn,SC,Double Overhead Camshaft,Auto,Red,9.392745258631441,38701-8047,Hardtop,6121500,Greenville,Economy,USA
C_CND_007522,2022-11-03,Sarai,Male,9.510519035757246,Gartner Buick Hyundai Saab,BMW,323i,Double Overhead Camshaft,Auto,Red,9.99884318585288,38701-8047,Hatchback,7775520,Greenville,Luxury,Germany
C_CND_007523,2022-11-03,Esther,Male,13.270785106659046,Star Enterprises Inc,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Pale White,10.87806606028079,99301-3882,Hardtop,8713005,Pasco,Economy,Japan
C_CND_007524,2022-11-03,Sasha,Male,13.997832948091215,Iceberg Rentals,Saab,3-Sep,Double Overhead Camshaft,Auto,Red,11.141876276228,53546-9427,Sedan,8434117,Janesville,Luxury,Sweden
C_CND_007525,2022-11-03,Savannah,Male,9.510519035757246,McKinney Dodge Chrysler Jeep,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,10.203629181337648,85257-3102,Passenger,7239487,Scottsdale,Luxury,USA
C_CND_007526,2022-11-03,Ivan,Female,13.592368256649284,Iceberg Rentals,Mitsubishi,3000GT,Double Overhead Camshaft,Auto,Red,9.852246888342531,53546-9427,Sedan,7759363,Janesville,Economy,Japan
C_CND_007527,2022-11-03,Nawel,Male,13.592368256649284,Iceberg Rentals,Mitsubishi,Montero Sport,Double Overhead Camshaft,Auto,Red,10.571368205848186,53546-9427,Hardtop,6272877,Janesville,Economy,Japan
C_CND_007529,2022-11-03,Jacob,Male,9.510519035757246,Nebo Chevrolet,Nissan,Xterra,Double Overhead Camshaft,Auto,Black,9.105090961257085,06457-3834,Passenger,8256655,Middletown,Economy,Japan
C_CND_007530,2022-11-03,Jake,Male,14.220976332738882,New Castle Ford Lincoln Mercury,Saturn,LS,Double Overhead Camshaft,Auto,Red,10.085850775128717,60504-7114,Sedan,6828488,Aurora,Economy,USA
C_CND_007531,2022-11-03,Helena,Male,14.058457520888082,Tri-State Mack Inc,BMW,323i,Double Overhead Camshaft,Auto,Red,9.87822102528824,85257-3102,Hatchback,8839027,Scottsdale,Luxury,Germany
C_CND_007532,2022-11-03,Henny,Male,14.077875591662238,U-Haul CO,Acura,TL,Overhead Camshaft,Manual,Black,9.952325334619427,78758-7841,Hatchback,8400534,Austin,Luxury,Japan
C_CND_007534,2022-11-03,Hindy,Male,14.093143052138025,Rabun Used Car Sales,Audi,A6,Overhead Camshaft,Manual,Black,9.61587214452889,85257-3102,SUV,8480280,Scottsdale,Luxury,Germany
C_CND_007535,2022-11-03,Idy,Male,13.502170106720037,Race Car Help,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,9.741027444837728,78758-7841,Sedan,8278672,Austin,Midrange,USA
C_CND_007536,2022-11-03,Jesus,Male,9.510519035757246,Iceberg Rentals,Lexus,GS400,Double Overhead Camshaft,Auto,Black,9.392745258631441,53546-9427,Hatchback,6202078,Aurora,Luxury,Japan
C_CND_007537,2022-11-03,Darren,Male,14.077875591662238,Pitre Buick-Pontiac-Gmc of Scottsdale,Plymouth,Breeze,Double Overhead Camshaft,Auto,Pale White,9.99884318585288,99301-3882,Hardtop,7833988,Pasco,Economy,USA
C_CND_007538,2022-11-03,Joaquin,Male,9.510519035757246,Motor Vehicle Branch Office,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,9.852246888342531,78758-7841,Hatchback,6338546,Pasco,Economy,Japan
C_CND_007539,2022-11-03,Joel,Male,13.60108018640869,Nebo Chevrolet,Pontiac,Bonneville,Double Overhead Camshaft,Auto,Red,9.852246888342531,06457-3834,Hatchback,6075757,Janesville,Economy,USA
C_CND_007540,2022-11-03,Johan,Female,14.085538458535822,New Castle Ford Lincoln Mercury,Mitsubishi,Diamante,Double Overhead Camshaft,Auto,Pale White,9.952325334619427,60504-7114,Hatchback,6994145,Scottsdale,Economy,Japan
C_CND_007541,2022-11-05,Jerry,Male,14.227620871042543,Star Enterprises Inc,Buick,Regal,Double Overhead Camshaft,Auto,Pale White,10.545367754151743,99301-3882,Passenger,6511930,Pasco,Midrange,USA
C_CND_007542,2022-11-05,Jesse,Male,9.510519035757246,Suburban Ford,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,9.680406499268875,53546-9427,SUV,8064963,Janesville,Economy,Japan
C_CND_007543,2022-11-05,Jesus,Male,14.030622744032508,Tri-State Mack Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,9.680406499268875,85257-3102,Hatchback,6181301,Austin,Economy,USA
C_CND_007544,2022-11-05,Jimmy,Male,13.620712694725297,U-Haul CO,Nissan,Quest,Overhead Camshaft,Manual,Black,10.545367754151743,78758-7841,SUV,7630084,Austin,Economy,Japan
C_CND_007545,2022-11-05,Joaquin,Male,14.085538458535822,Buddy Storbeck's Diesel Service Inc,Cadillac,Catera,Double Overhead Camshaft,Auto,Red,10.239995502805316,06457-3834,Hatchback,8800638,Middletown,Luxury,USA
C_CND_007546,2022-11-05,Joel,Female,14.054528245836039,C & M Motors Inc,Dodge,Ram Van,Double Overhead Camshaft,Auto,Pale White,9.392745258631441,60504-7114,Hatchback,8157547,Aurora,Midrange,USA
C_CND_007547,2022-11-05,Johan,Male,9.510519035757246,Capitol KIA,Chrysler,LHS,Double Overhead Camshaft,Auto,Pale White,9.952325334619427,38701-8047,Hatchback,8137363,Greenville,Midrange,USA
C_CND_007548,2022-11-05,Johann,Male,14.204169225721929,Chrysler of Tri-Cities,Audi,A6,Double Overhead Camshaft,Auto,Black,10.221977646629885,99301-3882,SUV,8093145,Pasco,Luxury,Germany
C_CND_007549,2022-11-05,Scarlett,Female,13.461690107508359,Motor Vehicle Branch Office,Oldsmobile,Aurora,Double Overhead Camshaft,Auto,Red,10.085850775128717,78758-7841,Passenger,7693578,Austin,Midrange,USA
C_CND_007550,2022-11-05,Shlome,Male,9.510519035757246,Rabun Used Car Sales,Chrysler,Concorde,Overhead Camshaft,Manual,Black,9.798182590890704,85257-3102,Hardtop,8053631,Scottsdale,Midrange,USA
C_CND_007551,2022-11-05,Shania,Male,14.360738188157574,New Castle Ford Lincoln Mercury,Toyota,Land Cruiser,Double Overhead Camshaft,Auto,Red,9.433563920090563,60504-7114,SUV,8867768,Aurora,Economy,Japan
C_CND_007552,2022-11-05,Shlomo,Male,13.122365377402328,Race Car Help,Buick,Century,Double Overhead Camshaft,Auto,Pale White,9.741027444837728,78758-7841,Hardtop,8515325,Austin,Midrange,USA
C_CND_007553,2022-11-05,Skylah,Male,9.510519035757246,Pitre Buick-Pontiac-Gmc of Scottsdale,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,10.404293143019792,99301-3882,Sedan,8477310,Pasco,Luxury,USA
C_CND_007554,2022-11-05,Skylar,Male,13.901689171636098,Progressive Shippers Cooperative Association No,Dodge,Ram Van,Double Overhead Camshaft,Auto,Pale White,9.392745258631441,53546-9427,Hatchback,8097830,Janesville,Midrange,USA
C_CND_007555,2022-11-05,Sofia,Female,13.87378040948403,Rabun Used Car Sales,Volvo,V40,Double Overhead Camshaft,Auto,Pale White,9.798182590890704,85257-3102,SUV,6127690,Scottsdale,Luxury,Sweden
